class,cap-shape,cap-color,bruises,odor,ring-number,ring-type,population,habitat
e,x,g,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,x,n,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,f,g,t,n,o,p,v,d
e,x,n,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
e,x,n,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,x,g,t,n,o,p,v,d
e,f,e,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,x,g,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,x,w,f,n,o,e,s,g
e,f,g,t,n,o,p,y,d
e,f,g,f,n,o,e,s,g
e,f,n,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
p,f,w,t,p,o,p,s,u
e,x,g,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,x,n,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,f,n,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
e,x,n,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,f,w,f,n,o,e,a,g
e,x,n,t,n,o,p,v,d
e,x,g,t,n,o,p,y,d
e,x,n,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,f,n,t,n,o,p,y,d
e,x,n,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
p,f,w,t,p,o,p,v,u
e,x,g,t,n,o,p,v,d
e,f,w,f,n,o,e,s,g
e,x,g,f,n,o,e,s,g
e,x,g,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,x,g,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,x,n,t,n,o,p,v,d
p,x,g,f,f,o,l,y,d
e,x,e,t,n,o,p,y,d
e,x,n,f,n,o,e,a,g
p,x,w,t,p,o,p,v,g
e,x,g,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,x,g,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,f,g,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
p,x,w,t,p,o,p,v,g
e,f,g,t,n,o,p,v,d
e,x,g,t,n,o,p,v,d
e,f,e,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
e,x,n,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
e,x,n,t,n,o,p,v,d
e,x,g,t,n,o,p,v,d
e,x,g,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,x,n,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,x,n,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
p,x,p,f,c,o,p,v,d
e,x,e,t,n,o,p,y,d
e,f,n,t,n,o,p,y,d
e,x,n,t,n,o,p,y,d
e,f,e,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,x,g,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,f,e,t,n,o,p,v,d
e,x,g,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
p,x,g,f,f,o,l,y,g
e,x,n,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
e,x,n,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
e,f,g,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
e,x,g,f,n,o,e,a,g
e,x,g,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,x,n,t,n,o,p,v,d
e,f,g,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
e,x,e,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
e,x,g,t,n,o,p,v,d
e,x,n,t,n,o,p,v,d
e,x,g,t,n,o,p,v,d
e,x,g,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,x,n,t,n,o,p,v,d
e,x,g,t,n,o,p,y,d
p,f,n,t,p,o,p,s,u
e,x,g,f,n,o,e,s,g
e,x,g,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
p,x,p,f,c,o,p,s,d
e,x,n,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,x,w,f,n,o,e,s,g
e,f,g,t,n,o,p,v,d
e,x,g,t,n,o,p,v,d
e,x,g,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,x,g,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
p,f,w,t,p,o,p,v,u
e,f,n,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,x,g,t,n,o,p,v,d
e,f,w,f,n,o,e,s,g
e,x,n,f,n,o,e,a,g
e,x,n,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,f,n,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
e,f,e,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
p,x,w,f,c,o,p,s,d
e,f,n,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
e,x,n,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
e,f,w,f,n,o,e,s,g
e,x,g,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
e,x,n,t,n,o,p,v,d
e,x,g,t,n,o,p,y,d
e,x,n,t,n,o,p,y,d
e,x,n,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
e,x,n,t,n,o,p,y,d
p,x,g,f,f,o,l,y,p
e,f,g,t,n,o,p,v,d
e,x,e,t,n,o,p,v,d
p,x,g,f,f,o,l,v,d
e,x,e,t,n,o,p,v,d
e,x,e,t,n,o,p,v,d
p,x,g,f,f,o,l,y,d
p,x,p,f,c,o,p,s,d
e,x,g,t,n,o,p,v,d
e,f,g,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,x,g,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,f,g,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,x,n,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
e,f,g,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
e,x,n,t,n,o,p,v,d
e,x,e,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
e,x,g,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
p,x,w,f,c,o,p,v,d
e,f,n,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,f,g,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
p,x,g,f,f,o,l,y,d
e,x,e,t,n,o,p,y,d
e,f,g,t,n,o,p,v,d
e,f,e,t,n,o,p,v,d
e,x,e,t,n,o,p,v,d
p,x,g,f,f,o,l,v,g
e,x,n,t,n,o,p,y,d
e,x,n,t,n,o,p,v,d
e,x,n,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
e,x,n,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,x,g,t,n,o,p,v,d
e,f,e,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
e,x,g,t,n,o,p,v,d
e,x,g,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
e,x,n,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
p,x,g,f,f,o,l,v,p
e,x,g,t,n,o,p,y,d
e,x,n,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
e,x,n,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
p,x,g,f,f,o,l,v,p
e,x,e,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
e,f,g,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
e,f,g,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
e,x,n,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
e,x,e,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,f,n,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,x,g,t,n,o,p,v,d
e,x,n,t,n,o,p,v,d
p,x,g,f,c,o,p,v,d
e,f,g,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,f,n,f,n,o,e,a,g
e,f,n,t,n,o,p,v,d
e,x,g,t,n,o,p,y,d
e,f,g,t,n,o,p,v,d
e,x,g,t,n,o,p,v,d
e,f,e,t,n,o,p,v,d
e,x,g,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
e,x,n,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,x,e,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
e,f,w,f,n,o,e,s,g
e,x,n,t,n,o,p,v,d
e,x,g,t,n,o,p,y,d
e,f,e,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,f,n,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,x,e,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,x,e,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,x,g,t,n,o,p,v,d
e,x,g,t,n,o,p,y,d
e,x,n,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
e,x,g,t,n,o,p,v,d
e,x,e,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
p,x,p,f,c,o,p,v,d
e,x,e,t,n,o,p,y,d
e,x,n,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,f,n,f,n,o,e,a,g
e,x,g,t,n,o,p,y,d
e,x,n,t,n,o,p,v,d
e,x,n,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
e,f,n,t,n,o,p,y,d
p,x,g,f,f,o,l,y,g
e,x,e,t,n,o,p,v,d
e,x,g,t,n,o,p,v,d
e,x,e,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
e,x,n,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,x,n,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,f,e,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,x,n,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
e,x,n,t,n,o,p,v,d
e,f,e,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
e,f,g,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,x,g,f,n,o,e,s,g
e,f,n,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
e,x,n,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
e,x,n,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,x,n,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
e,x,n,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
p,x,g,f,c,o,p,v,d
e,x,n,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
e,x,n,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,x,n,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,x,n,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,f,n,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
e,x,g,t,n,o,p,v,d
p,x,g,f,f,o,l,v,d
e,f,n,t,n,o,p,v,d
e,x,g,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
p,x,g,f,f,o,l,y,d
e,f,n,t,n,o,p,v,d
e,x,e,t,n,o,p,v,d
e,x,n,t,n,o,p,v,d
e,x,e,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
e,x,n,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
e,x,e,t,n,o,p,v,d
e,x,g,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,x,g,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
e,f,g,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,x,n,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,f,g,f,n,o,e,s,g
e,x,e,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,x,e,t,n,o,p,v,d
e,x,g,t,n,o,p,v,d
p,x,w,f,c,o,p,s,d
e,x,e,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,f,w,f,n,o,e,s,g
e,x,g,t,n,o,p,y,d
e,f,g,t,n,o,p,v,d
e,x,g,t,n,o,p,y,d
e,f,e,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,x,n,t,n,o,p,v,d
e,x,e,t,n,o,p,v,d
e,x,e,t,n,o,p,v,d
e,f,e,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
e,x,g,t,n,o,p,v,d
e,x,g,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,x,e,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,f,n,f,n,o,e,s,g
e,x,e,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
e,x,n,t,n,o,p,v,d
e,x,g,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
e,x,g,t,n,o,p,y,d
e,f,g,t,n,o,p,v,d
e,x,e,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
e,x,g,t,n,o,p,y,d
e,x,n,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
e,x,n,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
p,x,p,f,c,o,p,v,d
e,x,n,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,f,n,f,n,o,e,s,g
e,x,g,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
e,x,n,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,x,n,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,f,g,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
p,x,p,f,c,o,p,s,d
e,f,n,t,n,o,p,v,d
e,x,e,t,n,o,p,v,d
e,x,g,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,x,g,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,x,n,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,x,n,t,n,o,p,v,d
e,x,g,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
e,f,e,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,x,w,f,n,o,e,s,g
e,x,n,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
e,f,e,t,n,o,p,v,d
e,x,g,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
p,x,g,f,c,o,p,v,d
e,f,e,t,n,o,p,v,d
e,x,g,t,n,o,p,v,d
e,x,n,f,n,o,e,a,g
e,x,e,t,n,o,p,y,d
p,x,w,f,c,o,p,v,d
e,x,e,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
e,x,n,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
e,x,g,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
e,x,g,t,n,o,p,y,d
e,f,n,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
p,x,g,f,f,o,l,y,p
e,x,g,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,x,g,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,x,e,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
e,f,n,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,f,e,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
p,x,g,f,f,o,l,y,p
e,x,g,t,n,o,p,v,d
e,x,g,t,n,o,p,y,d
e,x,n,t,n,o,p,v,d
e,x,g,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,x,n,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,x,n,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
p,x,g,f,f,o,l,v,p
e,x,n,t,n,o,p,y,d
e,x,n,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,x,n,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,x,n,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,x,e,t,n,o,p,v,d
e,x,e,t,n,o,p,v,d
e,x,g,t,n,o,p,y,d
e,x,n,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
e,f,n,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
e,x,n,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,x,n,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,f,n,t,n,o,p,y,d
e,x,n,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,f,g,f,n,o,e,s,g
e,x,e,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
e,f,n,t,n,o,p,y,d
e,f,n,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,x,g,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,f,n,t,n,o,p,y,d
e,x,n,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,x,g,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,x,g,t,n,o,p,v,d
e,x,e,t,n,o,p,v,d
e,x,g,t,n,o,p,v,d
e,x,e,t,n,o,p,v,d
e,x,e,t,n,o,p,v,d
e,x,e,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
e,x,g,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,x,g,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
p,x,g,f,f,o,l,v,d
e,x,n,t,n,o,p,v,d
e,x,g,t,n,o,p,y,d
e,f,n,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,x,e,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,x,n,t,n,o,p,v,d
e,x,n,t,n,o,p,v,d
p,x,y,f,f,o,l,v,p
e,f,n,t,n,o,p,y,d
p,x,g,f,f,o,l,y,d
p,x,g,f,c,o,p,s,d
e,f,g,t,n,o,p,y,d
e,f,e,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,f,e,t,n,o,p,y,d
p,x,g,f,f,o,l,y,p
e,f,g,t,n,o,p,v,d
e,f,e,t,n,o,p,y,d
e,f,e,t,n,o,p,y,d
p,x,w,f,c,o,p,s,d
e,x,e,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
p,x,g,f,f,o,l,v,g
p,x,g,f,f,o,l,y,p
e,f,e,t,n,o,p,v,d
e,f,e,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
e,f,e,t,n,o,p,y,d
e,f,e,t,n,o,p,v,d
e,f,e,t,n,o,p,y,d
e,f,e,t,n,o,p,v,d
p,x,p,f,c,o,p,s,d
p,x,g,f,f,o,l,y,d
e,f,e,t,n,o,p,y,d
e,f,g,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
e,f,g,t,n,o,p,y,d
e,f,e,t,n,o,p,y,d
e,f,e,t,n,o,p,v,d
p,f,g,f,f,o,l,v,p
e,f,n,t,n,o,p,y,d
e,f,e,t,n,o,p,v,d
p,x,g,f,c,o,p,s,d
e,f,e,t,n,o,p,y,d
e,f,e,t,n,o,p,v,d
p,x,y,f,f,o,l,v,g
p,f,y,f,f,o,l,v,d
e,f,n,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
e,f,g,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
e,x,e,t,n,o,p,v,d
p,x,p,f,c,o,p,v,d
e,f,n,t,n,o,p,y,d
e,x,e,t,n,o,p,v,d
e,f,e,t,n,o,p,y,d
e,f,n,t,n,o,p,v,d
p,x,w,f,c,o,p,v,d
e,f,g,t,n,o,p,v,d
e,f,g,t,n,o,p,y,d
e,f,g,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
p,x,g,f,c,o,p,s,d
p,x,p,f,c,o,p,s,d
e,f,e,t,n,o,p,y,d
p,x,g,f,f,o,l,y,d
p,x,w,f,c,o,p,v,d
p,x,g,f,f,o,l,v,p
e,f,n,t,n,o,p,v,d
p,x,y,f,f,o,l,y,p
e,f,g,t,n,o,p,v,d
e,f,n,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
p,x,w,f,c,o,p,s,d
p,x,g,f,f,o,l,v,p
e,f,g,t,n,o,p,v,d
e,x,n,t,n,o,p,y,d
e,f,g,t,n,o,p,y,d
p,x,g,f,f,o,l,v,p
e,f,n,t,n,o,p,y,d
p,f,g,f,f,o,l,y,p
e,f,e,t,n,o,p,y,d
e,x,n,t,n,o,p,v,d
p,f,g,f,f,o,l,v,p
e,f,g,t,n,o,p,v,d
e,f,g,t,n,o,p,y,d
e,f,e,t,n,o,p,y,d
p,x,g,f,f,o,l,v,p
e,f,e,t,n,o,p,v,d
e,f,n,t,n,o,p,v,d
p,x,g,f,f,o,l,v,g
e,f,e,t,n,o,p,y,d
p,x,g,f,f,o,l,y,d
e,f,e,t,n,o,p,y,d
p,x,g,f,f,o,l,y,g
p,x,g,f,f,o,l,y,p
p,x,g,f,f,o,l,y,g
e,f,e,t,n,o,p,y,d
p,x,g,f,f,o,l,v,g
e,f,e,t,n,o,p,v,d
p,x,g,f,c,o,p,v,d
e,f,g,t,n,o,p,v,d
p,x,p,f,c,o,p,s,d
